Date,Temperature,Humidity,Pressure,WindSpeed,Rainfall
2021-05-13,30.0,81.1,1005.7,13.8,15.0
2021-05-14,29.3,77.1,1007.1,17.1,0.0
2021-05-15,32.9,76.0,1006.9,17.2,10.0
2021-05-16,34.4,77.9,1007.9,18.0,8.0
2021-05-17,29.6,79.2,1008.9,13.6,6.9
2021-05-18,32.6,80.0,1008.8,16.3,5.6
2021-05-19,30.8,79.8,1004.3,16.7,14.1
2021-05-20,31.1,77.6,1010.0,14.5,24.0
2021-05-21,31.1,76.4,1008.3,13.9,22.1
2021-05-22,30.7,76.8,1010.5,18.7,3.1
2021-05-23,32.1,76.7,1008.6,16.0,23.7
2021-05-24,30.9,83.5,1009.9,16.8,4.5
2021-05-25,32.6,81.0,1008.5,14.0,11.1
2021-05-26,32.2,63.4,1010.3,13.2,12.6
2021-05-27,32.0,81.6,1008.6,14.5,2.3
2021-05-28,31.0,79.4,1007.3,15.4,8.7
2021-05-29,31.6,78.5,1012.0,13.6,24.7
2021-05-30,33.6,76.7,1009.2,15.7,0.8
2021-05-31,33.3,84.4,1008.5,12.4,42.9
2021-06-01,31.1,83.6,1004.8,13.5,1.2
2021-06-02,32.8,75.2,1004.7,17.1,0.0
2021-06-03,33.8,81.2,1007.8,17.0,2.5
2021-06-04,30.2,74.4,1007.5,15.1,13.9
2021-06-05,33.5,72.4,1006.0,13.8,21.4
2021-06-06,31.8,76.3,1007.5,13.8,17.6
2021-06-07,33.6,83.8,1010.3,15.1,19.6
2021-06-08,31.7,84.3,1008.5,17.2,8.0
2021-06-09,30.1,82.2,1004.8,17.8,24.6
2021-06-10,30.4,83.3,1006.9,14.9,36.7
2021-06-11,33.0,82.3,1005.5,13.6,10.7
2021-06-12,33.3,76.6,1006.3,16.5,7.3
2021-06-13,31.6,82.0,1006.2,14.3,5.1
2021-06-14,33.9,83.9,1006.1,14.9,16.8
2021-06-15,30.5,83.7,1004.5,18.6,20.3
2021-06-16,32.9,85.9,1006.8,17.6,7.3
2021-06-17,31.2,83.5,1005.9,16.3,28.2
2021-06-18,32.0,81.7,1001.1,13.5,15.9
2021-06-19,33.1,85.3,1011.1,16.4,10.6
2021-06-20,31.7,79.9,1009.2,18.1,12.7
2021-06-21,32.4,75.6,1006.2,15.2,4.1
2021-06-22,34.5,79.2,1007.0,18.7,16.7
2021-06-23,32.1,76.3,1004.7,18.6,4.4
2021-06-24,34.2,76.6,1010.4,19.3,6.6
2021-06-25,31.3,79.2,1010.8,16.6,9.4
2021-06-26,33.8,75.9,1007.3,17.2,0.0
2021-06-27,35.1,78.3,1009.1,18.8,12.0
2021-06-28,29.2,70.4,1007.4,16.9,0.0
2021-06-29,31.7,80.8,1004.4,15.0,12.7
2021-06-30,33.8,79.7,1006.3,15.0,15.2
2021-07-01,32.6,75.6,1007.4,16.4,22.6
2021-07-02,33.4,82.9,1006.2,13.3,9.8
2021-07-03,31.9,84.2,1006.7,15.6,5.5
2021-07-04,32.9,71.4,1007.0,18.1,38.7
2021-07-05,32.5,75.5,1007.0,11.5,12.8
2021-07-06,34.5,75.4,1007.3,18.9,4.8
2021-07-07,33.1,74.5,1005.1,18.1,9.7
2021-07-08,33.1,83.2,1005.8,14.9,6.6
2021-07-09,32.0,78.0,1004.7,16.9,23.5
2021-07-10,31.8,77.5,1009.3,15.8,15.1
2021-07-11,31.8,68.7,1003.2,18.2,7.8
2021-07-12,33.0,81.8,1009.7,17.7,20.3
2021-07-13,31.8,72.3,1010.2,12.9,9.1
2021-07-14,32.8,78.7,1006.9,16.8,9.6
2021-07-15,35.4,79.6,1002.3,15.2,5.3
2021-07-16,33.5,84.9,1006.9,15.8,5.3
2021-07-17,31.7,71.4,1007.5,14.1,0.0
2021-07-18,33.9,62.7,1005.7,19.0,0.0
2021-07-19,31.4,78.5,1006.7,17.6,1.5
2021-07-20,28.9,86.4,1010.8,14.0,4.3
2021-07-21,30.4,83.5,1009.2,12.8,3.5
2021-07-22,29.0,78.1,1006.0,14.6,10.5
2021-07-23,31.2,74.4,1004.7,16.3,7.1
2021-07-24,31.7,80.8,1007.3,15.8,0.0
2021-07-25,34.1,71.7,1007.6,17.8,7.7
2021-07-26,32.0,78.7,1009.1,16.8,34.6
2021-07-27,31.1,78.7,1007.1,17.2,9.4
2021-07-28,32.6,81.2,1009.2,15.8,39.6
2021-07-29,28.0,89.5,1012.2,12.4,8.5
2021-07-30,31.6,77.5,1010.0,14.7,8.6
2021-07-31,32.3,72.7,1008.3,17.2,19.3
2021-08-01,28.8,74.9,1008.1,14.9,17.4
2021-08-02,32.6,66.0,1007.8,16.0,0.0
2021-08-03,31.3,71.1,1011.0,14.3,10.7
2021-08-04,30.1,72.3,1007.4,12.8,7.1
2021-08-05,31.6,71.5,1008.9,14.6,6.7
2021-08-06,34.0,74.6,1008.9,15.4,0.0
2021-08-07,30.7,69.5,1007.9,13.4,7.9
2021-08-08,30.7,79.0,1006.2,14.2,11.5
2021-08-09,29.6,73.1,1009.7,12.7,4.1
2021-08-10,28.9,72.8,1009.0,16.8,2.3
2021-08-11,31.3,70.9,1010.2,13.9,19.9
2021-08-12,28.6,73.1,1008.2,17.4,22.0
2021-08-13,29.9,76.2,1011.8,17.5,19.0
2021-08-14,29.0,67.4,1007.7,14.2,10.3
2021-08-15,30.3,68.2,1013.0,12.3,0.0
2021-08-16,30.0,69.7,1006.1,10.1,5.9
2021-08-17,30.9,64.2,1010.6,11.2,0.0
2021-08-18,28.5,66.5,1010.8,11.4,9.4
2021-08-19,28.7,67.9,1008.3,16.8,21.6
2021-08-20,27.5,74.4,1010.8,14.2,0.0
2021-08-21,28.2,71.0,1012.6,14.7,21.7
2021-08-22,29.3,70.4,1005.7,9.4,2.4
2021-08-23,29.8,73.4,1011.3,11.4,11.9
2021-08-24,27.1,68.1,1005.4,15.5,13.8
2021-08-25,29.7,70.5,1008.5,14.3,6.5
2021-08-26,30.3,67.7,1013.8,13.3,3.9
2021-08-27,28.8,69.2,1009.5,14.7,0.0
2021-08-28,30.8,64.6,1008.4,16.8,10.3
2021-08-29,26.7,55.0,1010.4,13.0,47.5
2021-08-30,25.9,66.2,1015.1,13.5,21.9
2021-08-31,25.0,73.7,1007.4,13.7,22.0
2021-09-01,29.7,,1009.0,18.0,0.0
2021-09-02,28.4,70.8,1014.2,9.0,5.6
2021-09-03,27.2,71.8,1015.0,14.5,3.4
2021-09-04,27.5,65.7,1011.2,12.8,1.2
2021-09-05,25.3,65.9,1009.0,14.1,0.0
2021-09-06,30.5,61.5,1015.8,11.6,17.8
2021-09-07,26.9,62.7,1014.9,12.8,0.0
2021-09-08,26.7,67.0,1013.2,14.2,0.0
2021-09-09,27.5,69.6,1010.3,18.9,4.6
2021-09-10,27.0,62.6,1011.9,14.3,8.8
2021-09-11,26.5,60.7,1011.8,10.9,0.0
2021-09-12,24.8,62.6,1012.9,11.7,0.0
2021-09-13,26.6,65.2,1015.2,11.5,13.6
2021-09-14,28.6,54.7,1014.2,8.8,0.0
2021-09-15,27.6,50.1,1010.4,11.6,18.5
2021-09-16,27.9,58.5,1015.4,13.7,0.0
2021-09-17,24.6,54.8,1013.4,9.6,8.0
2021-09-18,23.7,58.0,1014.2,14.2,0.0
2021-09-19,24.9,59.4,1015.9,13.0,0.0
2021-09-20,25.0,57.6,1010.8,10.5,32.0
2021-09-21,26.4,66.7,1013.1,11.6,4.5
2021-09-22,22.1,60.8,1012.2,15.0,0.0
2021-09-23,26.8,60.3,1010.2,13.2,5.9
2021-09-24,24.1,61.6,1014.2,11.7,0.0
2021-09-25,23.6,52.4,1018.6,11.1,21.0
2021-09-26,22.6,63.0,1010.0,11.7,9.8
2021-09-27,21.5,57.0,1013.7,10.5,0.0
2021-09-28,25.1,60.4,1015.2,7.2,0.0
2021-09-29,23.8,51.4,1014.2,15.4,0.0
2021-09-30,21.6,48.6,1013.9,11.6,0.0
2021-10-01,21.5,60.2,1011.6,12.0,0.0
2021-10-02,22.8,57.6,1014.7,11.0,3.9
2021-10-03,25.7,50.9,1012.9,9.6,0.0
2021-10-04,22.6,50.7,1010.1,10.6,18.5
2021-10-05,20.6,60.4,1017.0,7.7,0.0
2021-10-06,22.4,48.4,1016.6,15.4,0.0
2021-10-07,22.2,62.3,1014.9,8.3,0.0
2021-10-08,18.4,49.2,1015.3,8.7,9.1
2021-10-09,22.3,56.6,1017.1,9.8,0.0
2021-10-10,21.9,51.4,1015.5,13.2,5.1
2021-10-11,23.2,55.8,1017.0,10.6,0.0
2021-10-12,24.8,49.7,1014.7,8.0,0.0
2021-10-13,23.5,51.3,1018.0,12.9,0.0
2021-10-14,21.3,52.0,1016.1,11.8,0.0
2021-10-15,19.9,46.5,1015.9,11.4,0.0
2021-10-16,25.3,54.9,1013.1,11.7,0.0
2021-10-17,21.4,48.3,1016.3,15.0,0.0
2021-10-18,21.3,49.4,1014.2,14.5,15.7
2021-10-19,21.1,45.3,1014.6,8.7,0.0
2021-10-20,21.3,37.2,1014.4,13.2,7.1
2021-10-21,20.7,48.7,1014.0,10.7,0.0
2021-10-22,19.9,61.4,1020.4,10.9,0.0
2021-10-23,19.8,53.0,1018.9,6.4,0.0
2021-10-24,20.5,48.7,1020.2,9.4,0.0
2021-10-25,19.6,47.2,1014.0,8.1,0.0
2021-10-26,19.2,48.4,1016.7,11.3,0.0
2021-10-27,20.3,50.7,1014.0,11.7,0.0
2021-10-28,19.7,41.8,1015.3,5.4,0.0
2021-10-29,22.2,53.0,1014.9,9.4,0.0
2021-10-30,15.9,50.7,1019.3,11.7,0.0
2021-10-31,21.4,50.5,1016.1,9.0,0.0
2021-11-01,21.5,48.8,1019.1,10.8,0.0
2021-11-02,16.4,46.5,1018.3,10.0,0.0
2021-11-03,18.9,49.5,1021.8,9.9,0.0
2021-11-04,18.8,48.8,1014.3,8.6,0.0
2021-11-05,17.1,43.9,1019.8,6.7,0.0
2021-11-06,18.0,42.5,1019.7,6.8,0.0
2021-11-07,17.4,45.7,1015.5,10.5,0.0
2021-11-08,21.6,52.7,1019.5,9.0,0.0
2021-11-09,20.3,38.5,1018.3,8.7,0.0
2021-11-10,20.7,37.2,1017.2,8.1,0.0
2021-11-11,19.8,45.1,1016.1,8.2,17.4
2021-11-12,16.9,44.3,1016.3,10.9,0.0
2021-11-13,17.8,44.7,1021.9,8.1,0.0
2021-11-14,19.2,44.9,1017.9,6.1,0.0
2021-11-15,16.6,42.4,1019.5,10.2,0.0
2021-11-16,19.4,50.7,1016.4,8.2,0.0
2021-11-17,17.9,35.1,1016.5,8.7,0.0
2021-11-18,17.6,38.8,1020.3,11.8,10.2
2021-11-19,19.2,42.2,1015.5,8.5,0.0
2021-11-20,18.7,34.3,1017.4,9.1,0.0
2021-11-21,17.4,41.5,1018.3,6.1,0.0
2021-11-22,19.6,50.5,1018.6,8.0,0.0
2021-11-23,16.2,42.2,1018.0,9.6,0.0
2021-11-24,18.7,43.1,1019.2,5.3,0.0
2021-11-25,18.6,35.5,1019.8,8.8,0.0
2021-11-26,17.2,38.6,1020.0,8.5,8.6
2021-11-27,18.1,39.6,1016.6,8.4,0.0
2021-11-28,15.7,39.8,1018.0,10.4,0.0
2021-11-29,18.9,47.7,1021.0,8.9,0.0
2021-11-30,17.2,43.9,1020.4,11.2,0.0
2021-12-01,16.6,35.5,1015.9,6.2,0.0
2021-12-02,18.9,42.2,1019.4,8.5,0.0
2021-12-03,16.3,43.3,1014.8,8.3,0.0
2021-12-04,15.2,46.4,1018.9,6.0,0.0
2021-12-05,14.9,48.5,1022.6,10.0,0.0
2021-12-06,18.1,35.5,1016.9,12.8,0.0
2021-12-07,15.3,36.4,1017.2,8.1,21.6
2021-12-08,19.8,34.1,1020.4,9.1,0.0
2021-12-09,14.0,39.2,1015.8,8.2,0.0
2021-12-10,19.7,42.6,1017.7,6.6,0.0
2021-12-11,17.4,45.2,1020.1,4.4,0.0
2021-12-12,16.9,39.8,1017.7,6.6,0.0
2021-12-13,16.2,38.5,1018.5,5.2,0.0
2021-12-14,17.6,40.9,1020.5,11.4,0.0
2021-12-15,17.0,35.9,1019.8,7.8,0.0
2021-12-16,18.7,50.5,1019.5,7.3,0.0
2021-12-17,17.2,32.0,1018.3,9.8,0.0
2021-12-18,17.2,40.9,1019.7,5.8,0.0
2021-12-19,16.5,50.1,1018.8,6.5,0.0
2021-12-20,16.9,40.0,1019.9,8.1,0.0
2021-12-21,17.5,39.1,1018.0,10.1,0.0
2021-12-22,14.4,38.2,1018.6,9.0,0.0
2021-12-23,15.0,39.1,1017.0,8.5,0.0
2021-12-24,18.1,46.9,1018.9,8.2,0.0
2021-12-25,17.3,29.0,1017.4,8.8,0.0
2021-12-26,16.8,47.8,1016.7,8.4,0.0
2021-12-27,17.1,33.0,1019.5,6.0,17.2
2021-12-28,17.6,38.9,1019.4,8.1,0.0
2021-12-29,16.3,38.1,1020.5,5.9,0.0
2021-12-30,16.0,43.3,1018.0,8.2,0.0
2021-12-31,17.4,32.4,1019.7,7.1,0.0
2022-01-01,15.7,42.8,1020.0,13.2,8.8
2022-01-02,17.8,50.6,1019.7,8.0,0.0
2022-01-03,14.7,33.8,1017.2,5.3,0.0
2022-01-04,18.8,41.6,1019.1,7.9,0.0
2022-01-05,18.0,37.5,1019.5,9.2,0.0
2022-01-06,17.7,43.0,1018.8,11.5,0.0
2022-01-07,18.9,41.1,1014.5,7.0,0.0
2022-01-08,19.9,37.9,1019.0,5.1,0.0
2022-01-09,19.0,43.6,1023.1,9.9,0.0
2022-01-10,14.8,50.3,1017.9,5.5,0.0
2022-01-11,15.7,40.5,1017.1,7.4,0.0
2022-01-12,16.7,45.2,1019.3,7.8,0.0
2022-01-13,17.7,35.3,1019.1,8.2,0.0
2022-01-14,18.5,37.1,1020.8,9.8,0.0
2022-01-15,16.7,44.4,1015.9,7.0,0.0
2022-01-16,18.1,49.6,1019.8,7.9,0.0
2022-01-17,16.8,44.1,1019.5,8.4,6.2
2022-01-18,17.1,40.9,1018.0,8.8,0.0
2022-01-19,16.0,42.6,1018.9,8.7,0.0
2022-01-20,16.7,36.6,1020.2,9.4,0.0
2022-01-21,16.2,46.0,1019.8,10.3,0.0
2022-01-22,16.8,47.6,1015.8,9.4,0.0
2022-01-23,19.9,41.1,1019.6,9.6,0.0
2022-01-24,17.0,41.2,1017.8,5.5,4.5
2022-01-25,22.5,45.1,1018.0,8.9,0.0
2022-01-26,19.3,41.8,1018.0,9.8,0.0
2022-01-27,18.9,43.9,1017.4,10.3,0.0
2022-01-28,17.5,54.9,1020.1,7.5,0.0
2022-01-29,19.9,43.4,1017.4,7.6,0.0
2022-01-30,18.1,43.0,1015.3,7.8,0.0
2022-01-31,19.2,41.8,1016.7,10.1,0.0
2022-02-01,23.0,49.0,1017.8,11.1,0.0
2022-02-02,19.1,44.6,1019.8,8.3,0.0
2022-02-03,21.0,42.5,1018.5,11.0,0.0
2022-02-04,18.3,52.6,1015.5,9.4,0.0
2022-02-05,19.5,53.4,1022.1,9.0,0.0
2022-02-06,22.3,43.5,1017.6,8.9,0.0
2022-02-07,18.8,37.4,1019.5,10.8,0.0
2022-02-08,22.5,52.1,1016.6,10.1,0.0
2022-02-09,21.0,43.9,1017.9,14.0,0.0
2022-02-10,19.2,51.5,1018.4,7.8,0.0
2022-02-11,21.1,38.0,1019.1,10.6,0.0
2022-02-12,21.7,52.6,1018.7,8.6,0.0
2022-02-13,21.3,42.3,1018.2,7.9,0.0
2022-02-14,18.1,52.3,1015.8,9.7,0.0
2022-02-15,19.5,49.0,1015.2,10.1,0.0
2022-02-16,20.3,44.5,1016.9,15.7,6.2
2022-02-17,20.7,47.5,1018.0,9.5,0.0
2022-02-18,21.9,53.3,1015.6,7.7,0.0
2022-02-19,21.3,50.7,1018.1,10.6,0.0
2022-02-20,19.2,53.3,1018.8,5.9,12.4
2022-02-21,21.9,60.6,1013.9,10.0,0.0
2022-02-22,22.3,43.2,1014.0,10.2,0.0
2022-02-23,22.4,59.4,1015.3,11.9,9.8
2022-02-24,23.3,52.2,1016.1,12.3,0.0
2022-02-25,23.0,47.5,1014.4,9.4,0.0
2022-02-26,22.6,45.6,1018.0,10.2,0.0
2022-02-27,21.9,51.7,1016.1,9.0,0.0
2022-02-28,19.7,57.5,1015.2,8.3,0.0
2022-03-01,22.9,52.6,1012.2,11.3,0.0
2022-03-02,22.7,61.1,1012.3,8.2,0.0
2022-03-03,23.0,46.6,1015.4,10.0,0.0
2022-03-04,20.8,54.2,1010.5,8.9,0.0
2022-03-05,21.2,48.3,1016.7,12.0,0.0
2022-03-06,24.5,56.7,1014.2,14.6,0.0
2022-03-07,23.0,59.7,1020.9,8.4,12.8
2022-03-08,24.2,53.5,1018.9,7.4,0.0
2022-03-09,23.4,42.9,1013.9,10.9,0.0
2022-03-10,23.5,57.2,1013.9,11.3,0.0
2022-03-11,25.0,58.8,1016.0,11.8,0.0
2022-03-12,23.0,58.9,1017.3,10.5,0.0
2022-03-13,24.0,63.4,1010.5,11.0,0.0
2022-03-14,23.3,52.2,1010.1,12.3,0.0
2022-03-15,23.5,61.3,1012.4,13.7,0.0
2022-03-16,23.8,64.2,1014.7,7.7,15.4
2022-03-17,24.8,49.7,1014.4,11.0,0.0
2022-03-18,23.9,60.6,1015.4,12.2,0.0
2022-03-19,26.6,56.8,1010.8,10.0,0.0
2022-03-20,23.5,59.2,1008.5,15.4,0.0
2022-03-21,24.7,61.7,1014.7,10.7,6.2
2022-03-22,24.5,57.9,1011.2,12.0,0.0
2022-03-23,27.4,57.3,1008.8,13.2,0.0
2022-03-24,25.7,61.2,1013.0,11.0,7.7
2022-03-25,27.1,55.9,1014.2,8.6,9.8
2022-03-26,23.5,56.3,1012.2,11.5,0.0
2022-03-27,26.2,65.5,1011.5,14.5,17.1
2022-03-28,27.3,56.7,1012.0,11.8,15.1
2022-03-29,26.2,66.1,1011.4,10.9,5.4
2022-03-30,27.8,65.4,1009.4,14.5,9.1
2022-03-31,25.6,54.8,1010.5,12.0,0.0
2022-04-01,28.6,60.4,1012.9,11.7,14.7
2022-04-02,,70.1,1012.4,13.1,22.6
2022-04-03,26.2,59.5,1012.0,14.4,0.0
2022-04-04,26.2,62.5,1009.6,17.7,6.9
2022-04-05,29.2,67.4,1011.1,14.7,2.7
2022-04-06,29.5,69.4,1007.0,15.4,0.0
2022-04-07,26.5,64.5,1011.6,12.1,20.5
2022-04-08,26.8,63.1,1014.0,11.2,4.8
2022-04-09,27.1,73.5,1008.1,13.4,10.0
2022-04-10,25.7,75.4,1009.8,13.6,15.2
2022-04-11,26.5,72.0,1011.5,11.3,0.0
2022-04-12,26.5,67.8,1013.3,13.1,11.9
2022-04-13,26.9,63.7,1009.8,14.3,4.4
2022-04-14,28.2,63.9,1009.2,14.3,0.0
2022-04-15,28.7,71.0,1006.6,14.7,8.3
2022-04-16,30.8,70.7,1010.6,14.3,11.6
2022-04-17,27.1,76.0,1014.4,12.8,1.7
2022-04-18,30.2,72.5,1010.8,12.8,3.9
2022-04-19,28.5,62.1,1010.1,11.5,0.0
2022-04-20,28.9,75.1,1010.7,17.5,6.9
2022-04-21,30.1,65.2,1009.9,14.1,4.6
2022-04-22,27.5,68.5,1008.2,13.6,0.0
2022-04-23,29.9,72.0,1011.4,12.3,0.0
2022-04-24,29.7,81.0,1010.1,20.1,0.0
2022-04-25,30.3,86.9,1009.6,12.1,0.0
2022-04-26,30.1,74.6,1007.6,13.5,29.8
2022-04-27,33.4,71.0,1012.0,15.2,7.7
2022-04-28,28.9,74.8,1010.7,15.6,2.7
2022-04-29,29.2,76.9,1008.2,16.4,0.0
2022-04-30,29.1,71.1,1011.2,18.2,33.6
2022-05-01,29.4,81.9,1008.1,15.6,0.0
2022-05-02,29.3,74.4,1007.5,12.5,22.2
2022-05-03,32.2,76.0,1007.4,14.2,2.8
2022-05-04,32.6,77.1,1005.3,15.4,5.3
2022-05-05,29.7,76.1,1009.7,18.9,19.2
2022-05-06,29.4,78.4,1005.1,12.1,11.5
2022-05-07,31.5,71.4,1006.2,17.3,9.3
2022-05-08,30.1,71.9,1004.4,15.3,22.0
2022-05-09,31.9,69.4,1008.3,16.7,19.0
2022-05-10,31.4,77.4,1008.1,14.8,11.7
2022-05-11,28.9,79.3,1007.7,13.4,0.6
2022-05-12,33.6,77.9,1006.2,16.6,10.1
2022-05-13,34.0,84.2,1005.9,16.5,13.9
2022-05-14,30.5,76.0,1009.1,17.1,1.7
2022-05-15,30.9,79.6,1007.0,15.2,13.5
2022-05-16,32.0,71.0,1008.7,14.1,22.7
2022-05-17,32.2,74.7,1006.2,12.2,10.1
2022-05-18,32.7,80.3,1008.3,17.0,4.1
2022-05-19,34.8,81.2,1010.5,16.2,0.7
2022-05-20,31.6,75.7,1009.0,13.5,13.7
2022-05-21,30.7,77.0,1007.0,14.4,2.0
2022-05-22,29.9,69.9,1008.3,14.6,15.7
2022-05-23,31.0,75.9,1007.2,12.6,32.5
2022-05-24,32.1,82.3,1007.7,13.9,5.5
2022-05-25,34.9,80.9,1007.0,13.3,0.0
2022-05-26,31.5,80.6,1007.2,14.8,33.7
2022-05-27,32.6,78.5,1007.9,14.2,11.1
2022-05-28,32.3,78.5,1005.5,12.4,7.0
2022-05-29,34.2,75.2,1005.4,19.8,20.5
2022-05-30,36.3,82.2,1004.6,18.2,7.3
2022-05-31,31.7,80.9,1004.2,14.2,5.2
2022-06-01,31.8,81.4,1004.9,16.3,15.5
2022-06-02,34.2,76.4,1007.6,16.6,21.7
2022-06-03,33.7,68.4,1005.5,18.2,0.0
2022-06-04,35.5,84.7,1008.3,14.2,11.8
2022-06-05,33.6,76.9,1007.3,18.0,8.8
2022-06-06,32.2,75.1,1003.2,14.8,9.9
2022-06-07,33.7,82.9,1008.5,13.2,4.2
2022-06-08,34.5,77.6,1008.8,17.4,16.4
2022-06-09,34.1,84.9,1005.1,18.5,28.0
2022-06-10,33.6,82.8,1007.9,21.1,5.0
2022-06-11,34.5,83.2,1005.4,13.5,16.4
2022-06-12,34.7,73.0,1007.3,17.4,20.2
2022-06-13,35.0,85.9,1004.5,15.1,11.7
2022-06-14,33.9,81.2,1003.4,17.5,15.9
2022-06-15,32.7,78.1,1006.3,13.0,5.6
2022-06-16,33.2,80.7,1006.8,13.5,26.9
2022-06-17,34.8,71.1,1006.2,14.4,21.8
2022-06-18,31.8,82.0,1004.6,16.2,23.5
2022-06-19,33.6,74.8,1006.2,14.7,3.5
2022-06-20,32.4,73.2,1007.5,17.3,14.5
2022-06-21,33.0,72.4,1006.9,18.1,5.9
2022-06-22,34.9,85.6,1007.4,17.2,28.5
2022-06-23,33.3,76.8,1005.7,19.2,5.1
2022-06-24,33.1,87.6,1009.4,16.8,12.1
2022-06-25,30.9,77.3,1004.7,13.6,1.2
2022-06-26,34.1,71.4,1008.0,18.7,12.0
2022-06-27,33.9,74.3,1009.4,14.8,3.6
2022-06-28,36.2,86.0,1008.0,17.8,15.0
2022-06-29,32.4,79.0,1006.7,19.1,9.0
2022-06-30,33.2,77.0,1006.0,16.9,7.5
2022-07-01,33.2,80.5,1009.2,12.9,29.0
2022-07-02,35.2,82.1,1004.3,14.1,40.6
2022-07-03,32.7,85.1,1005.2,18.5,2.6
2022-07-04,33.2,86.7,1006.4,15.6,7.7
2022-07-05,33.7,77.6,1009.7,16.0,18.2
2022-07-06,33.0,72.6,1008.0,17.4,13.3
2022-07-07,32.0,77.1,1005.3,17.2,17.5
2022-07-08,32.9,80.4,1006.7,16.4,9.5
2022-07-09,34.2,74.1,1006.1,15.4,22.4
2022-07-10,31.0,74.1,1005.9,15.1,0.0
2022-07-11,32.7,80.5,1009.3,17.5,13.9
2022-07-12,31.4,78.4,1004.7,16.8,3.6
2022-07-13,34.2,78.6,1010.7,15.2,10.8
2022-07-14,30.1,74.6,1009.2,17.8,18.4
2022-07-15,31.4,77.1,1009.7,15.4,12.8
2022-07-16,32.8,73.4,1006.7,13.9,11.2
2022-07-17,34.5,82.4,1007.3,14.1,14.5
2022-07-18,32.0,82.9,1004.8,13.6,11.6
2022-07-19,31.2,68.4,1006.7,15.0,0.0
2022-07-20,34.8,72.8,1008.8,18.0,18.8
2022-07-21,29.7,69.8,1010.4,13.8,9.2
2022-07-22,28.5,73.8,1005.7,15.8,3.4
2022-07-23,32.4,76.5,1007.2,14.1,28.1
2022-07-24,30.9,69.5,1007.7,14.8,6.1
2022-07-25,30.1,71.9,1005.3,12.3,2.5
2022-07-26,32.6,71.3,1009.3,14.8,15.8
2022-07-27,31.8,77.2,1006.7,14.8,0.0
2022-07-28,30.5,76.3,1007.8,16.3,16.1
2022-07-29,29.4,72.1,1007.4,15.6,25.5
2022-07-30,32.5,76.4,1006.8,12.7,4.6
2022-07-31,32.1,72.5,1008.4,17.2,3.4
2022-08-01,30.9,73.7,1008.1,15.4,7.7
2022-08-02,33.7,83.2,1007.8,15.4,21.3
2022-08-03,29.2,81.3,1007.2,14.9,15.1
2022-08-04,28.5,67.9,1009.3,13.8,0.0
2022-08-05,29.6,78.3,1012.1,15.3,11.2
2022-08-06,30.5,77.9,1009.1,15.7,7.8
2022-08-07,30.8,67.9,1010.9,11.2,11.6
2022-08-08,30.0,77.5,1006.2,13.6,9.0
2022-08-09,30.8,80.8,1009.4,14.1,7.4
2022-08-10,28.3,67.2,1007.0,15.1,13.6
2022-08-11,32.2,68.0,1006.3,16.9,8.3
2022-08-12,29.8,77.4,1007.8,12.9,12.4
2022-08-13,31.5,73.4,1011.8,13.4,1.4
2022-08-14,30.2,74.5,1011.4,13.3,11.7
2022-08-15,30.3,73.2,1010.0,12.7,8.3
2022-08-16,30.3,73.1,1006.6,13.5,26.4
2022-08-17,30.0,64.3,1009.3,15.7,0.0
2022-08-18,30.2,75.9,1010.4,12.0,11.1
2022-08-19,31.1,76.2,1010.3,14.9,18.5
2022-08-20,29.3,68.9,1006.3,10.6,9.3
2022-08-21,30.0,69.5,1008.3,12.8,8.0
2022-08-22,28.6,61.8,1010.0,13.2,18.5
2022-08-23,30.8,71.7,1011.3,17.2,14.8
2022-08-24,27.5,71.7,1006.0,13.2,15.6
2022-08-25,31.1,68.2,1010.1,9.3,0.0
2022-08-26,28.2,73.8,1010.8,9.6,6.6
2022-08-27,26.0,66.2,1012.3,13.6,12.5
2022-08-28,28.2,70.4,1012.1,14.7,19.6
2022-08-29,26.9,62.1,1012.0,14.2,2.9
2022-08-30,29.0,66.8,1009.3,13.7,9.5
2022-08-31,26.7,65.7,1007.2,15.6,6.9
2022-09-01,26.8,67.4,1010.3,12.2,10.4
2022-09-02,24.5,64.1,1013.2,15.0,17.3
2022-09-03,26.6,64.9,1014.1,9.9,0.0
2022-09-04,23.5,69.4,1012.8,11.2,0.0
2022-09-05,24.6,62.8,1012.4,9.4,7.6
2022-09-06,28.0,56.6,1012.4,12.4,0.0
2022-09-07,27.9,73.0,1010.6,12.8,0.0
2022-09-08,27.2,70.8,1011.6,13.0,19.4
2022-09-09,25.0,57.1,1015.3,12.8,3.3
2022-09-10,26.2,66.7,1010.1,10.8,11.8
2022-09-11,26.2,60.4,1015.4,12.2,16.2
2022-09-12,24.3,63.9,1011.6,9.5,5.4
2022-09-13,28.1,63.7,1015.0,15.2,0.0
2022-09-14,27.1,60.7,1009.6,11.8,10.5
2022-09-15,25.3,57.6,1013.7,11.3,8.0
2022-09-16,25.5,57.8,1011.2,15.4,6.5
2022-09-17,25.7,56.3,1009.9,9.7,0.0
2022-09-18,22.1,56.4,1013.3,9.9,0.0
2022-09-19,24.7,59.8,1015.0,9.8,22.3
2022-09-20,23.9,56.2,1011.4,11.8,14.4
2022-09-21,23.3,62.9,1010.2,12.8,0.0
2022-09-22,,66.6,1013.1,13.3,0.0
2022-09-23,27.2,55.9,1013.2,16.9,0.0
